Instance,Strengthening,Symmetry Breaking,Solver Status,Execution Time
20_150_8.txt,True,True,ok,0.03544783592224121
30_450_5.txt,True,True,ok,0.1566298007965088
35_300_9.txt,True,True,ok,60.05096125602722
10_300_8.txt,True,True,ok,0.009663820266723633
10_450_3.txt,True,True,ok,0.010728597640991211
30_150_6.txt,True,True,ok,0.037896156311035156
45_400_3.txt,True,True,ok,60.06332182884216
35_350_4.txt,True,True,ok,7.418785333633423
35_100_8.txt,True,True,ok,0.29732418060302734
30_300_9.txt,True,True,ok,0.06166481971740723
30_300_2.txt,True,True,ok,0.06095552444458008
30_150_3.txt,True,True,ok,0.06409573554992676
45_500_6.txt,True,True,ok,0.2645401954650879
25_450_9.txt,True,True,ok,0.06404423713684082
25_250_1.txt,True,True,ok,0.04724407196044922
25_300_4.txt,True,True,ok,0.046743154525756836
10_150_5.txt,True,True,ok,0.009247064590454102
40_200_5.txt,True,True,ok,60.05446481704712
40_150_8.txt,True,True,ok,60.04746103286743
10_400_9.txt,True,True,ok,8.988622188568115
35_250_1.txt,True,True,ok,0.09328317642211914
45_250_9.txt,True,True,ok,60.05966877937317
15_150_3.txt,True,True,ok,60.01195955276489
45_200_1.txt,True,True,ok,0.4394705295562744
20_100_2.txt,True,True,ok,0.4522063732147217
40_300_4.txt,True,True,ok,60.048128843307495
20_350_6.txt,True,True,ok,0.030525922775268555
20_350_2.txt,True,True,ok,0.03609752655029297
40_150_2.txt,True,True,ok,60.04862356185913
20_150_7.txt,True,True,ok,0.027492046356201172
35_200_9.txt,True,True,ok,0.09540224075317383
30_250_1.txt,True,True,ok,0.18286418914794922
25_350_9.txt,True,True,ok,0.13961505889892578
10_500_7.txt,True,True,ok,0.010467290878295898
25_200_4.txt,True,True,ok,0.03288388252258301
45_450_5.txt,True,True,ok,0.25416088104248047
20_450_5.txt,True,True,ok,0.031380653381347656
35_150_9.txt,True,True,ok,60.04017233848572
40_450_5.txt,True,True,ok,0.15387535095214844
30_500_8.txt,True,True,ok,0.0784149169921875
10_200_4.txt,True,True,ok,0.009650230407714844
25_400_8.txt,True,True,ok,60.02255964279175
30_250_3.txt,True,True,ok,0.04820561408996582
35_150_2.txt,True,True,ok,0.09724783897399902
50_100_7.txt,True,True,ok,0.46052074432373047
40_200_1.txt,True,True,ok,60.048444747924805
10_200_3.txt,True,True,ok,0.014273643493652344
20_300_8.txt,True,True,ok,0.03318643569946289
25_150_1.txt,True,True,ok,0.046227216720581055
40_300_7.txt,True,True,ok,0.19984984397888184
35_500_9.txt,True,True,ok,60.037978172302246
45_100_6.txt,True,True,ok,0.16862773895263672
15_150_2.txt,True,True,ok,0.014863014221191406
25_200_1.txt,True,True,ok,0.040082693099975586
50_250_7.txt,True,True,ok,60.045905113220215
25_300_9.txt,True,True,ok,60.02540612220764
35_400_2.txt,True,True,ok,9.715405941009521
35_500_5.txt,True,True,ok,60.05332398414612
30_500_3.txt,True,True,ok,0.09005117416381836
30_250_5.txt,True,True,ok,60.03063178062439
15_100_8.txt,True,True,ok,0.0807192325592041
35_300_1.txt,True,True,ok,60.04130005836487
50_150_8.txt,True,True,ok,1.6469533443450928
35_100_5.txt,True,True,ok,60.036829471588135
35_500_2.txt,True,True,ok,60.03712248802185
50_200_8.txt,True,True,ok,60.06950330734253
30_400_1.txt,True,True,ok,0.06034660339355469
30_100_6.txt,True,True,ok,0.07030081748962402
10_150_1.txt,True,True,ok,0.619030237197876
40_350_7.txt,True,True,ok,0.149216890335083
25_400_4.txt,True,True,ok,0.048483848571777344
30_250_9.txt,True,True,ok,60.0320188999176
50_100_8.txt,True,True,ok,60.072941064834595
40_400_7.txt,True,True,ok,0.37868499755859375
20_250_2.txt,True,True,ok,0.03301548957824707
50_250_1.txt,True,True,ok,60.07523202896118
10_200_5.txt,True,True,ok,0.01002812385559082
10_450_4.txt,True,True,ok,0.011702537536621094
25_100_6.txt,True,True,ok,0.0720524787902832
30_100_2.txt,True,True,ok,0.055571794509887695
35_450_7.txt,True,True,ok,60.03895950317383
15_200_2.txt,True,True,ok,0.01704239845275879
15_250_3.txt,True,True,ok,0.016365528106689453
10_200_2.txt,True,True,ok,0.01115727424621582
30_200_4.txt,True,True,ok,0.0669853687286377
45_200_7.txt,True,True,ok,11.162740468978882
30_450_1.txt,True,True,ok,0.06649136543273926
15_200_1.txt,True,True,ok,0.056386470794677734
25_300_2.txt,True,True,ok,60.02433633804321
30_350_9.txt,True,True,ok,0.0602264404296875
50_300_3.txt,True,True,ok,60.071178913116455
50_350_4.txt,True,True,ok,60.05903911590576
20_350_1.txt,True,True,ok,2.6243395805358887
15_400_2.txt,True,True,ok,0.01607537269592285
15_350_7.txt,True,True,ok,0.015229940414428711
15_100_3.txt,True,True,ok,0.018271446228027344
10_400_2.txt,True,True,ok,0.011399030685424805
45_150_2.txt,True,True,ok,0.23410296440124512
10_500_6.txt,True,True,ok,0.00955057144165039
25_100_7.txt,True,True,ok,0.04688620567321777
30_150_5.txt,True,True,ok,0.08055233955383301
15_250_7.txt,True,True,ok,0.011771202087402344
45_450_9.txt,True,True,ok,0.1855788230895996
45_250_5.txt,True,True,ok,60.057236194610596
15_150_1.txt,True,True,ok,0.026564836502075195
50_150_1.txt,True,True,ok,60.07176470756531
50_500_3.txt,True,True,ok,60.04737043380737
30_350_5.txt,True,True,ok,60.02779006958008
15_150_4.txt,True,True,ok,0.01641559600830078
30_150_2.txt,True,True,ok,60.03291606903076
40_150_1.txt,True,True,ok,0.13548946380615234
45_300_7.txt,True,True,ok,0.36145520210266113
20_200_3.txt,True,True,ok,0.038359880447387695
30_150_7.txt,True,True,ok,60.02040982246399
40_100_7.txt,True,True,ok,0.12065887451171875
35_400_6.txt,True,True,ok,0.13150978088378906
50_300_1.txt,True,True,ok,0.2519643306732178
50_350_8.txt,True,True,ok,0.39838218688964844
10_100_3.txt,True,True,ok,0.010924816131591797
20_100_1.txt,True,True,ok,0.024657487869262695
10_300_3.txt,True,True,ok,0.02684497833251953
40_150_7.txt,True,True,ok,0.1475353240966797
50_200_3.txt,True,True,ok,0.37301087379455566
15_250_1.txt,True,True,ok,0.012485027313232422
50_300_2.txt,True,True,ok,60.06877398490906
15_500_5.txt,True,True,ok,0.014559507369995117
35_400_7.txt,True,True,ok,0.08348321914672852
25_200_3.txt,True,True,ok,0.03940725326538086
10_350_5.txt,True,True,ok,0.5120530128479004
35_350_8.txt,True,True,ok,0.10323309898376465
20_200_8.txt,True,True,ok,0.02817702293395996
25_400_3.txt,True,True,ok,0.04539060592651367
25_100_5.txt,True,True,ok,0.04550576210021973
45_350_9.txt,True,True,ok,60.057668924331665
